time (s),V
37.47072599531616,2.369186046511628
42.15456674473068,2.383720930232558
46.8384074941452,2.383720930232558
51.522248243559716,2.383720930232558
56.20608899297424,2.369186046511628
60.88992974238876,2.354651162790698
65.57377049180327,2.354651162790698
70.2576112412178,2.354651162790698
74.94145199063232,2.3401162790697674
79.62529274004683,2.3401162790697674
84.30913348946136,2.3401162790697674
88.99297423887587,2.3255813953488373
196.72131147540983,2.252906976744186
201.40515222482435,3.502906976744186
206.08899297423886,3.5319767441860463
210.77283372365338,3.561046511627907
215.45667447306792,3.5755813953488373
220.14051522248243,3.5755813953488373
224.82435597189695,3.5755813953488373
229.50819672131146,3.5755813953488373
234.19203747072598,3.488372093023256
257.6112412177986,3.4593023255813953
262.2950819672131,3.4593023255813953
266.9789227166276,3.4593023255813953
271.6627634660421,3.4593023255813953
290.39812646370024,1.947674418604651
295.08196721311475,3.8662790697674416
299.76580796252927,3.880813953488372
304.4496487119438,3.880813953488372
309.1334894613583,3.880813953488372
313.8173302107728,3.880813953488372
318.5011709601873,3.880813953488372
323.18501170960184,3.880813953488372
327.8688524590164,3.8662790697674416
379.3911007025761,3.822674418604651
384.07494145199064,3.822674418604651
388.75878220140515,3.822674418604651
393.44262295081967,3.822674418604651
398.1264637002342,3.822674418604651
402.8103044496487,3.822674418604651
407.4941451990632,3.822674418604651
412.1779859484777,3.822674418604651
416.86182669789224,3.822674418604651
421.54566744730676,3.822674418604651
426.2295081967213,3.822674418604651
430.91334894613584,3.822674418604651
435.59718969555036,3.822674418604651
440.28103044496487,3.822674418604651
444.9648711943794,3.822674418604651
449.6487119437939,3.822674418604651
454.3325526932084,3.822674418604651
459.0163934426229,3.822674418604651
463.70023419203744,3.822674418604651
468.38407494145196,3.822674418604651
473.06791569086647,3.822674418604651
477.75175644028104,3.822674418604651
482.43559718969556,3.822674418604651
487.11943793911007,4.258720930232558
491.8032786885246,4.258720930232558
496.4871194379391,4.258720930232558
501.1709601873536,4.258720930232558
505.85480093676813,4.258720930232558
510.53864168618264,3.822674418604651
515.2224824355972,3.822674418604651
519.9063231850117,4.200581395348837
524.5901639344262,4.2441860465116275
529.2740046838408,4.258720930232558
533.9578454332552,4.258720930232558
538.6416861826698,4.258720930232558
543.3255269320842,4.258720930232558
548.0093676814988,4.258720930232558
552.6932084309134,4.2441860465116275
557.3770491803278,4.229651162790698
562.0608899297424,4.142441860465116
566.7447306791569,4.142441860465116
571.4285714285714,4.142441860465116
576.1124121779859,4.229651162790698
580.7962529274005,4.258720930232558
585.4800936768149,4.258720930232558
590.1639344262295,4.258720930232558
594.847775175644,4.258720930232558
599.5316159250585,4.258720930232558
604.2154566744731,4.258720930232558
608.8992974238876,4.229651162790698
613.5831381733021,4.2441860465116275
618.2669789227166,4.258720930232558
622.9508196721312,4.258720930232558
627.6346604215456,4.258720930232558
632.3185011709602,4.258720930232558
637.0023419203746,4.258720930232558
641.6861826697892,4.2441860465116275
646.3700234192037,4.215116279069767
651.0538641686182,4.215116279069767
655.7377049180328,4.215116279069767
660.4215456674473,4.215116279069767
665.1053864168618,3.822674418604651
669.7892271662763,3.822674418604651
674.4730679156909,3.822674418604651
679.1569086651053,4.2441860465116275
683.8407494145199,4.258720930232558
688.5245901639344,4.258720930232558
693.2084309133489,4.258720930232558
697.8922716627634,4.258720930232558
702.576112412178,4.258720930232558
707.2599531615925,4.258720930232558
711.943793911007,4.229651162790698
716.6276346604216,4.2441860465116275
721.311475409836,4.258720930232558
725.9953161592506,4.258720930232558
730.679156908665,4.258720930232558
735.3629976580796,4.258720930232558
740.0468384074941,4.258720930232558
744.7306791569086,4.2441860465116275
749.4145199063232,4.215116279069767
754.0983606557377,4.258720930232558
758.7822014051523,4.258720930232558
763.4660421545667,4.258720930232558
768.1498829039813,4.258720930232558
772.8337236533957,4.258720930232558
777.5175644028103,4.258720930232558
782.2014051522248,4.258720930232558
786.8852459016393,4.258720930232558
791.5690866510538,4.258720930232558
796.2529274004684,4.258720930232558
800.9367681498829,4.258720930232558
805.6206088992974,4.258720930232558
810.304449648712,4.258720930232558
814.9882903981264,4.258720930232558
819.672131147541,4.142441860465116
824.3559718969555,4.142441860465116
829.03981264637,4.142441860465116
833.7236533957845,4.229651162790698
838.407494145199,4.2441860465116275
843.0913348946135,4.258720930232558
847.7751756440281,4.258720930232558
852.4590163934427,4.258720930232558
857.1428571428571,4.258720930232558
861.8266978922717,4.258720930232558
866.5105386416861,4.2441860465116275
871.1943793911007,3.822674418604651
875.8782201405152,4.229651162790698
880.5620608899297,4.2441860465116275
885.2459016393442,4.258720930232558
889.9297423887588,4.258720930232558
894.6135831381732,4.258720930232558
899.2974238875878,3.822674418604651
903.9812646370024,3.822674418604651
908.6651053864168,3.822674418604651
913.3489461358314,3.822674418604651
918.0327868852459,4.258720930232558
922.7166276346604,4.258720930232558
927.4004683840749,4.258720930232558
932.0843091334895,4.258720930232558
936.7681498829039,4.258720930232558
941.4519906323185,3.822674418604651
946.1358313817329,3.822674418604651
950.8196721311475,3.822674418604651
955.5035128805621,4.200581395348837
960.1873536299765,4.215116279069767
964.8711943793911,4.215116279069767
969.5550351288056,4.229651162790698
974.2388758782201,4.229651162790698
978.9227166276346,4.215116279069767
983.6065573770492,4.215116279069767
988.2903981264636,3.822674418604651
992.9742388758782,3.822674418604651
997.6580796252927,3.822674418604651
1002.3419203747072,3.822674418604651
1007.0257611241218,3.822674418604651
1011.7096018735363,3.822674418604651
1016.3934426229508,3.822674418604651
1021.0772833723653,4.215116279069767
1025.7611241217799,4.215116279069767
1030.4449648711943,4.215116279069767
1035.1288056206088,4.215116279069767
1039.8126463700235,4.215116279069767
1044.496487119438,4.215116279069767
1049.1803278688524,4.215116279069767
1053.864168618267,4.215116279069767
1058.5480093676815,4.229651162790698
1063.231850117096,4.229651162790698
1067.9156908665104,4.229651162790698
1072.5995316159251,4.229651162790698
1077.2833723653396,4.215116279069767
1081.967213114754,4.215116279069767
1086.6510538641685,4.215116279069767
1091.3348946135832,4.200581395348837
1096.0187353629976,3.822674418604651
1100.702576112412,3.822674418604651
1105.3864168618268,3.822674418604651
1110.0702576112412,3.822674418604651
1114.7540983606557,3.822674418604651
1119.4379391100701,3.822674418604651
1124.1217798594848,3.822674418604651
1128.8056206088993,3.822674418604651
1133.4894613583137,4.258720930232558
1138.1733021077282,4.258720930232558
1142.857142857143,4.258720930232558
1147.5409836065573,4.258720930232558
1152.2248243559718,4.215116279069767
1156.9086651053865,4.200581395348837
1161.592505854801,4.229651162790698
1166.2763466042154,4.258720930232558
1170.9601873536299,4.258720930232558
1175.6440281030445,4.258720930232558
1180.327868852459,4.186046511627907
1185.0117096018735,4.215116279069767
1189.695550351288,4.215116279069767
1194.3793911007026,4.229651162790698
1199.063231850117,4.229651162790698
