Id,Time,RPM_SET_POINT,PowerCenter_RPM,HP_ACC_Press_PT18_Bar,Desalination_Press_PT20_Bar,Brine_Out_Press_PT13_Bar,LP_ACC_Press_PT17_Bar,BMS_CURRENT_A,CT_Current_Controller_A,Roboteq_Current_A,Roboteq_Voltage_V,BMS_Voltage,BMS_SOC_percent,VHP_Manifold_Pressure_PT21,VertDisZLA1,VertDisZLA2,VertDisZLA3,theta1,theta2,theta3,LP_Cartridge_Filter_FM01_m3h,FW_OUT_FM02_m3h,BRINE_OUT_FM03_m3h,PowerCenter_Out_FM04_m3h,PowerCenter_In_FM05_m3h,FW_TK_PT14_bar,Booster_Suction_PT15_bar,Booster_Discharge_PT16_bar,PowerCenter_Out_PT19_bar,ROT1_deg,ROT2_deg,ROT3_deg,MRU_Surge_m,MRU_Sway_m,MRU_Heave_m,MRU_Yaw_deg2,MRU_Pitch_deg,MRU_Roll_deg
37,19/04/2024 7:47:53,0,,0,0,1.00875,6.08875,0,2.475006,,,0,0,5.09375,79.98159,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0.0044,0,0.0075,-0.0165,-20.47875,1.014375,1.090625,0,84.88126,70.27312,76.88813,-0.4962401,0.0852541,-0.06660505,37.43242,-86.90503,156.7645
38,19/04/2024 7:47:55,0,,0,0,1.00875,6.08875,0,0.6375427,,,0,0,5.09375,79.98159,0,26.07731,0.004733468,-0.02658966,0.02066137,0,0,0,0.0075,-0.0165,-20.47875,1.03,1.090625,0.03125,84.94875,70.20563,76.88813,-0.5449908,0.1279624,-0.08970538,34.91932,-85.96237,159.2181
39,19/04/2024 7:47:56,0,,0,0,1.00875,6.08875,0,-0.3374939,,,0,0,5.09375,83.10778,0,26.07731,0.004733468,-0.02658966,0.02066137,0,0,0.00495,0.0075,-0.0165,-20.47875,1.03,1.090625,0.03125,84.94875,70.20563,76.88813,-0.476495,0.1392155,0.01494506,32.28885,-85.79467,161.8497
40,19/04/2024 7:47:58,0,,0,0,1.016875,6.080625,0,0.1500244,,,0,0,5.09375,83.10778,0,26.07731,0.005308042,-0.02539484,0.02066137,0,0.0044,0,0.0075,-0.0165,-20.47875,1.021875,1.090625,0.03125,84.94875,70.27312,76.88813,-0.4136291,0.1215125,0.02387239,27.00045,-85.86954,166.9465
41,19/04/2024 7:47:59,0,,0,0,1.016875,6.08875,0,1.575043,,,0,0,5.09375,83.10778,0,26.07731,0.005308042,-0.02658966,0.02066137,0,0,0.00495,0.0075,-0.0165,-20.47875,1.03,1.090625,0.03125,84.94875,70.20563,76.88813,-0.3630561,0.09951038,-0.07463438,19.55871,-86.1344,174.4852
42,19/04/2024 7:48:01,0,,0,0,1.016875,6.073125,0,0.6000061,,,0,0,5.125,79.98159,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0.0044,0,0.0075,-0.0165,-20.47875,1.03,1.090625,0.03125,84.94875,70.27312,76.88813,-0.3221299,0.09830954,-0.01445239,6.473984,-86.41048,-172.336
43,19/04/2024 7:48:03,0,,0,0,1.00875,6.080625,0,-0.3374939,,,0,0,5.09375,79.98159,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0.0044,0,0.0165,-0.0165,-20.47875,1.03,1.090625,0.03125,84.88126,70.27312,76.88813,-0.2673884,0.09182914,0.06022979,355.5524,-86.63382,-161.2301
44,19/04/2024 7:48:04,0,,0.0625,0,1.016875,6.073125,0,1.087524,,,0,0,5.125,83.10778,0,26.07731,0.005308042,-0.02539484,0.02128162,0,0.0044,0,0.0075,-0.0165,-20.47875,1.03,1.090625,0,84.88126,70.20563,76.88813,-0.2724706,0.07959248,0.008533195,350.9415,-86.63979,-156.4059
45,19/04/2024 7:48:06,0,,0.0625,0,1.016875,6.080625,0,-0.3374939,,,0,0,5.125,79.98159,0,26.07731,0.004733468,-0.02539484,0.02066137,0,0.0044,0,0.0075,-0.0165,-20.47875,1.021875,1.0825,0,84.94875,70.20563,76.88813,-0.3173758,0.06294616,0.02491884,353.6596,-86.41228,-159.4496
46,19/04/2024 7:48:07,0,,0.0625,0,1.016875,6.080625,0,3.412506,,,0,0,5.09375,83.10778,0,26.07731,0.004733468,-0.02539484,0.02066137,0,0.0044,0,0.0075,-0.0165,-20.47875,1.021875,1.090625,0,84.94875,70.27312,76.88813,-0.3151446,0.04171776,0.02869846,359.2456,-86.5369,-165.129
47,19/04/2024 7:48:09,0,,0.0625,0,1.016875,6.080625,0,1.537506,,,0,0,5.125,79.98159,0,26.07731,0.004733468,-0.02658966,0.02128162,0,0.0044,0,0.0075,-0.0165,-20.47875,1.021875,1.090625,0.03125,84.88126,70.20563,76.88813,-0.4181291,-0.002455713,-0.07088546,12.78956,-86.095,-179.8191
48,19/04/2024 7:48:10,0,,0.0625,0,1.016875,6.080625,0,1.087524,,,0,0,5.09375,83.10778,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0.0044,0.00495,0.0165,-0.0165,-20.47875,1.021875,1.090625,0.03125,84.88126,70.20563,76.88813,-0.4735704,0.01036372,-0.1086956,20.99505,-85.67655,171.4699
49,19/04/2024 7:48:12,0,,0,0,1.024375,6.080625,0,-0.3374939,,,0,0,5.09375,83.10778,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0,0,0.0075,-0.0165,-20.47875,1.03,1.090625,0.03125,84.94875,70.27312,76.88813,-0.4478795,0.05173872,0.0184257,24.9854,-85.63672,166.8799
50,19/04/2024 7:48:13,0,,0.0625,0,1.016875,6.08875,0,2.512543,,,0,0,5.09375,83.10778,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0.0044,0,0.0165,-0.0165,-20.47875,1.03,1.090625,0,84.94875,70.20563,76.88813,-0.3910961,0.0614424,0.1266897,28.0776,-85.81639,163.2724
51,19/04/2024 7:48:15,0,,0.0625,0,1.016875,6.08875,0,2.475006,,,0,0,5.125,79.98159,0,26.07731,0.004733468,-0.02539484,0.02066137,0,0.0044,0.00495,0.0075,-0.0165,-20.47875,1.021875,1.090625,0.03125,84.88126,70.27312,76.88813,-0.361968,0.08717775,0.06124249,27.86196,-86.13485,162.9538
52,19/04/2024 7:48:16,0,,0,0,1.016875,6.080625,0,0.6375427,,,0,0,5.09375,79.98159,0,26.07731,0.005308042,-0.02539484,0.02066137,0,0.0044,0,0.0075,-0.015,-20.47875,1.03,1.090625,0.03125,84.94875,70.20563,76.88813,-0.3573197,0.1335598,0.0304715,22.04755,-86.64996,168.4972
53,19/04/2024 7:48:18,0,,0.0625,0,1.016875,6.08875,0,2.512543,,,0,0,5.125,83.10778,0,26.07731,0.004733468,-0.02539484,0.02066137,0,0,0,0.0165,-0.0165,-20.47875,1.021875,1.090625,0,84.88126,70.27312,76.88813,-0.4173155,0.1601455,0.04206621,11.56547,-86.87025,179.0795
54,19/04/2024 7:48:19,0,,0,0,1.016875,6.08875,0,2.475006,,,0,0,5.09375,79.98159,0,26.07731,0.005308042,-0.02539484,0.02128162,0,0.0044,0,0.0075,-0.0165,-20.47875,1.021875,1.090625,0.03125,84.88126,70.27312,76.88813,-0.482186,0.1648317,-0.05107243,3.403837,-86.57983,-173.1352
55,19/04/2024 7:48:21,0,,0.0625,0,1.00875,6.080625,0,1.537506,,,0,0,5.125,83.10778,0,26.07731,0.005308042,-0.02539484,0.02066137,0,0,0.00495,0.0165,-0.0165,-20.47875,1.021875,1.090625,0.03125,84.94875,70.27312,76.88813,-0.5009984,0.1827114,-0.04012825,355.9461,-86.23216,-165.5505
56,19/04/2024 7:48:22,0,,0.0625,0,1.016875,6.073125,0,1.087524,,,0,0,5.09375,79.98159,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0,0.00495,0.0165,-0.0165,-20.47875,1.03,1.0825,0.03125,84.88126,70.27312,76.88813,-0.480194,0.169987,0.02127672,353.4731,-85.95525,-163.2611
57,19/04/2024 7:48:24,0,,0,0,1.016875,6.073125,0,2.025024,,,0,0,5.09375,79.98159,0,26.07731,0.004733468,-0.02658966,0.02128162,0,0.0044,0.00495,0.0075,-0.0165,-20.47875,1.021875,1.090625,0,84.88126,70.27312,76.88813,-0.3394655,0.1083308,0.04427838,354.2558,-86.27402,-164.2222
58,19/04/2024 7:48:26,0,,0,0,1.00875,6.080625,0,0.6375427,,,0,0,5.09375,83.10778,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0,0,0.0075,-0.0165,-20.47875,1.03,1.090625,0,84.88126,70.27312,76.88813,-0.2310822,0.02868591,0.1343178,1.694941,-86.81737,-171.918
59,19/04/2024 7:48:27,0,,0.0625,0,1.00875,6.08875,0,1.575043,,,0,0,5.09375,79.98159,0,26.07731,0.005308042,-0.02539484,0.02128162,0,0.0044,0,0.0165,-0.0165,-20.47875,1.021875,1.090625,0.03125,84.88126,70.27312,76.88813,-0.2716285,-0.02033067,-0.04514419,15.93339,-86.85908,173.972
60,19/04/2024 7:48:29,0,,0,0,1.016875,6.080625,0,1.087524,,,0,0,5.125,83.10778,0,26.07731,0.005308042,-0.02658966,0.02066137,0,0.0044,0,0.0165,-0.0165,-20.47875,1.03,1.090625,0.03125,84.88126,70.27312,76.88813,-0.3491396,0.02167139,-0.1491526,26.89451,-86.76366,162.635
61,19/04/2024 7:48:30,0,,0,0,1.00125,6.080625,0,3.412506,,,0,0,5.09375,79.98159,0,26.07731,0.005308042,-0.02539484,0.02066137,0,0.0044,0,0.0075,-0.0165,-20.47875,1.021875,1.090625,0.03125,84.88126,70.27312,76.88813,-0.4027687,0.07036866,-0.0133466,32.84664,-86.57663,156.4194
62,19/04/2024 7:48:32,0,,0,0,1.016875,6.08875,0,1.537506,,,0,0,5.125,79.98159,0,26.07731,0.004733468,-0.02539484,0.02128162,0,0,0,0.0075,-0.0165,-20.47875,1.03,1.090625,0,84.88126,70.20563,76.88813,-0.3936777,0.04811234,0.1022566,37.13677,-86.16875,151.8459
63,19/04/2024 7:48:33,0,,0.0625,0,1.016875,6.080625,0,0.6000061,,,0,0,5.09375,83.10778,0,26.07731,0.005308042,-0.02539484,0.02128162,0,0.0044,0.00495,0.0075,-0.0165,-20.47875,1.03,1.090625,0.03125,84.88126,70.20563,76.88813,-0.2846625,0.05855608,0.1117195,35.27194,-86.64819,153.6284
64,19/04/2024 7:48:35,0,,0.0625,0,1.00125,6.080625,0,2.475006,,,0,0,5.125,79.98159,0,26.07731,0.005308042,-0.02658966,0.02066137,0,0.0044,0.00495,0.0165,-0.0165,-20.47875,1.021875,1.090625,0,84.88126,70.27312,76.88813,-0.2139318,0.08158559,0.002242261,23.99734,-87.44152,164.7132
65,19/04/2024 7:48:36,0,,0.0625,0,1.00875,6.08875,0,1.575043,,,0,0,5.125,79.98159,0,26.07731,0.004733468,-0.02658966,0.02066137,0,0.0044,0.00495,0.0075,-0.0165,-20.47875,1.03,1.090625,0.03125,84.94875,70.27312,76.88813,-0.2168035,0.1167492,-0.1083177,3.9881,-87.68358,-175.2035
