time (s),E
169.83240223463687,-0.10433070866141736
174.30167597765362,-0.08661417322834652
178.7709497206704,-0.08661417322834652
183.24022346368713,-0.08661417322834652
187.7094972067039,-0.08661417322834652
192.17877094972067,-0.08661417322834652
196.64804469273741,-0.08661417322834652
201.11731843575419,-0.06889763779527569
205.58659217877093,-0.06889763779527569
268.1564245810056,-0.4586614173228347
272.6256983240223,-0.4586614173228347
277.09497206703907,-0.4586614173228347
281.56424581005587,-0.4586614173228347
286.0335195530726,-0.4586614173228347
290.50279329608935,-0.4586614173228347
294.97206703910615,-0.4586614173228347
299.4413407821229,-0.4586614173228347
312.8491620111732,0.8523622047244093
317.3184357541899,0.8700787401574801
321.78770949720666,0.8877952755905509
326.25698324022346,0.8877952755905509
330.7262569832402,0.8877952755905509
335.19553072625695,0.8877952755905509
339.66480446927375,0.8700787401574801
344.1340782122905,0.8346456692913384
357.5418994413408,-0.671259842519685
362.0111731843575,-0.671259842519685
366.48044692737426,0.7283464566929134
370.94972067039106,0.7283464566929134
375.4189944134078,0.7283464566929134
379.88826815642454,0.7283464566929134
384.35754189944134,-0.671259842519685
388.8268156424581,-0.671259842519685
402.23463687150837,0.7283464566929134
406.7039106145251,0.8877952755905509
411.17318435754186,0.8877952755905509
415.64245810055866,0.8877952755905509
420.1117318435754,0.8877952755905509
424.58100558659214,0.8877952755905509
429.0502793296089,0.8877952755905509
433.5195530726257,0.7814960629921259
482.68156424581,0.8169291338582676
487.15083798882677,0.8169291338582676
491.62011173184356,0.8169291338582676
496.0893854748603,0.8169291338582676
500.55865921787705,0.8169291338582676
505.02793296089385,0.8169291338582676
509.4972067039106,0.8169291338582676
513.9664804469273,0.8169291338582676
518.4357541899441,0.8169291338582676
522.9050279329608,0.8169291338582676
527.3743016759777,0.8169291338582676
531.8435754189944,0.8169291338582676
536.3128491620112,1.3484251968503935
540.7821229050279,1.3484251968503935
545.2513966480446,1.3484251968503935
549.7206703910614,1.3484251968503935
554.1899441340781,0.8169291338582676
558.659217877095,0.8169291338582676
563.1284916201117,0.8169291338582676
567.5977653631285,1.3129921259842519
572.0670391061452,1.3307086614173227
576.536312849162,1.3484251968503935
581.0055865921787,1.3484251968503935
585.4748603351954,1.3484251968503935
589.9441340782123,1.3484251968503935
594.413407821229,1.3307086614173227
598.8826815642458,1.3129921259842519
603.3519553072625,1.3129921259842519
607.8212290502793,1.3484251968503935
612.290502793296,1.3484251968503935
616.7597765363128,1.3484251968503935
621.2290502793296,1.3484251968503935
625.6983240223464,1.3484251968503935
630.1675977653631,1.3484251968503935
634.6368715083798,1.295275590551181
639.1061452513966,1.3484251968503935
643.5754189944133,1.3484251968503935
648.0446927374302,1.3484251968503935
652.5139664804469,1.3484251968503935
656.9832402234637,1.3484251968503935
661.4525139664804,1.3484251968503935
665.9217877094972,1.2421259842519685
670.3910614525139,1.2066929133858268
674.8603351955306,1.2066929133858268
679.3296089385475,1.188976377952756
683.7988826815642,1.3129921259842519
688.268156424581,1.3307086614173227
692.7374301675977,1.3484251968503935
697.2067039106145,1.3484251968503935
701.6759776536312,1.3484251968503935
706.145251396648,1.3484251968503935
710.6145251396648,1.3307086614173227
715.0837988826815,0.8169291338582676
719.5530726256983,1.295275590551181
724.022346368715,1.3129921259842519
728.4916201117318,1.3307086614173227
732.9608938547485,1.3484251968503935
737.4301675977653,1.3484251968503935
741.8994413407821,0.8169291338582676
746.3687150837989,0.8169291338582676
750.8379888268156,0.8169291338582676
755.3072625698323,1.295275590551181
759.7765363128491,1.295275590551181
764.2458100558658,0.8169291338582676
768.7150837988827,0.8169291338582676
773.1843575418994,0.8169291338582676
777.6536312849162,0.8169291338582676
782.1229050279329,1.3129921259842519
786.5921787709497,1.3307086614173227
791.0614525139664,1.3484251968503935
795.5307262569831,1.3484251968503935
800.0,1.3484251968503935
804.4692737430167,1.3484251968503935
808.9385474860335,1.3307086614173227
813.4078212290502,1.2421259842519685
817.877094972067,1.3307086614173227
822.3463687150837,1.3484251968503935
826.8156424581005,1.3484251968503935
831.2849162011173,1.3484251968503935
835.754189944134,1.3484251968503935
840.2234636871508,1.3307086614173227
844.6927374301675,1.3129921259842519
849.1620111731843,1.2244094488188977
853.631284916201,1.3307086614173227
858.1005586592178,1.3484251968503935
862.5698324022346,1.3484251968503935
867.0391061452514,1.3484251968503935
871.5083798882681,1.3484251968503935
875.9776536312849,1.3484251968503935
880.4469273743016,1.2598425196850394
884.9162011173183,1.3129921259842519
889.3854748603352,1.3484251968503935
893.8547486033519,1.3484251968503935
898.3240223463687,1.3484251968503935
902.7932960893854,1.3484251968503935
907.2625698324022,1.3484251968503935
911.7318435754189,1.3484251968503935
916.2011173184356,0.8169291338582676
920.6703910614525,1.2066929133858268
925.1396648044692,1.2066929133858268
929.608938547486,0.8169291338582676
934.0782122905027,1.3307086614173227
938.5474860335195,1.3484251968503935
943.0167597765362,1.3484251968503935
947.486033519553,1.3484251968503935
951.9553072625698,1.3484251968503935
956.4245810055866,1.3307086614173227
960.8938547486033,1.3129921259842519
965.36312849162,0.8169291338582676
969.8324022346368,1.3129921259842519
974.3016759776535,1.3129921259842519
978.7709497206704,1.3484251968503935
983.2402234636871,1.3484251968503935
987.7094972067039,1.3484251968503935
992.1787709497206,0.8169291338582676
996.6480446927374,0.8169291338582676
1001.1173184357541,0.8169291338582676
1005.5865921787708,0.8169291338582676
1010.0558659217877,0.8169291338582676
1014.5251396648044,1.3484251968503935
1018.9944134078212,1.3484251968503935
1023.4636871508379,1.3484251968503935
1027.9329608938547,1.3484251968503935
1032.4022346368715,0.8169291338582676
1036.8715083798882,0.8169291338582676
1041.340782122905,0.8169291338582676
1045.8100558659216,0.8169291338582676
1050.2793296089385,1.295275590551181
1054.7486033519554,1.295275590551181
1059.217877094972,1.295275590551181
1063.6871508379888,1.295275590551181
1068.1564245810055,1.295275590551181
1072.6256983240223,1.295275590551181
1077.094972067039,0.8169291338582676
